title,authors,year,doi,abstract,venue,url,source_db
Research on Multi-agent Path Planning Algorithm Based on Large Language Model,Liu Lian; Cui Peng,2024,10.1109/ISSSR61934.2024.00028,"With the continuous development of AIGC technology, the application of multimodals in artificial intelligence has become more widespread. However, the formation of the generated results of large language models limits their further development. Currently, the framework of multi-agent established with large language models is a hot topic in the field of artificial intelligence research. This paper uses a large language model to construct multiple agents to simulate each unit in an unmanned cluster. The research on the path planning problem of unmanned clusters is conducted. Using the prompt engineering technology in large language models to define each unmanned unit, a new path planning algorithm is proposed. The paper has provided technical support for the future development of unmanned cluster technology.","2024 10th International Symposium on System Security, Safety, and Reliability (ISSSR)",https://ieeexplore.ieee.org/document/10562099/,ieee
On the Robustness of Cooperative Multi-Agent Reinforcement Learning,Jieyu Lin; Kristina Dzeparoska; Sai Qian Zhang; Alberto Leon-Garcia; Nicolas Papernot,2020,10.1109/SPW50608.2020.00027,"In cooperative multi-agent reinforcement learning (c-MARL), agents learn to cooperatively take actions as a team to maximize a total team reward. We analyze the robustness of c-MARL to adversaries capable of attacking one of the agents on a team. Through the ability to manipulate this agent's observations, the adversary seeks to decrease the total team reward. Attacking c-MARL is challenging for three reasons: first, it is difficult to estimate team rewards or how they are impacted by an agent mispredicting; second, models are non-differentiable; and third, the feature space is low-dimensional. Thus, we introduce a novel attack. The attacker first trains a policy network with reinforcement learning to find a wrong action it should encourage the victim agent to take. Then, the adversary uses targeted adversarial examples to force the victim to take this action. Our results on the StartCraft II multi-agent benchmark demonstrate that c-MARL teams are highly vulnerable to perturbations applied to one of their agent's observations. By attacking a single agent, our attack method has highly negative impact on the overall team reward, reducing it from 20 to 9.4. This results in the team's winning rate to go down from 98.9% to 0%.",2020 IEEE Security and Privacy Workshops (SPW),https://ieeexplore.ieee.org/document/9283830/,ieee
Multi-Agent Software Architecture for Distributed Virtual Reality Systems,Volodymyr Duchenchuk; Volodymyr Boublik,2020,10.1109/ACIT49673.2020.9208841,"Interactive distributed applications with a shared virtual environment, also known as distributed virtual reality (DVR) systems, have been examined in this paper. DVR systems are efficiently used in applications for education, simulation, training, and entertainment purposes. They impose a challenge for a high level of real-time interaction between users in an efficient way in terms of network usage. The aim of this paper is the development of a special multi-agent software architecture for distributed virtual reality systems. Main components of a multi-agent system as well as communication mechanisms between the agents have been suggested and evaluated. On the base of multi-agent systems, consistent visualization of objects as well as their interactions within the system has been achieved.",2020 10th International Conference on Advanced Computer Information Technologies (ACIT),https://ieeexplore.ieee.org/document/9208841/,ieee
Safe Exploration in Wireless Security: A Safe Reinforcement Learning Algorithm With Hierarchical Structure,Xiaozhen Lu; Liang Xiao; Guohang Niu; Xiangyang Ji; Qian Wang,2022,10.1109/TIFS.2022.3149396,"Most safe reinforcement learning (RL) algorithms depend on the accurate reward that is rarely available in wireless security applications and suffer from severe performance degradation for the learning agents that have to choose the policy from a large action set. In this paper, we propose a safe RL algorithm, which uses a policy priority-based hierarchical structure to divide each policy into sub-policies with different selection priorities and thus compresses the action set. By applying inter-agent transfer learning to initialize the learning parameters, this algorithm accelerates the initial exploration of the optimal policy. Based on a security criterion that evaluates the risk value, the sub-policy distribution formulation avoids the dangerous sub-policies that cause learning failure such as severe network security problems in wireless security applications, e.g., Internet services interruption. We also propose a deep safe RL and design four deep neural networks in each sub-policy selection to further improve the learning efficiency for the learning agents that support four convolutional neural networks (CNNs): The Q-network evaluates the long-term expected reward of each sub-policy under the current state, and the E-network evaluates the long-term risk value. The target Q and E-networks update the learning parameters of the corresponding CNN to improve the policy exploration stability. As a case study, our proposed safe RL algorithms are implemented in the anti-jamming communication of unmanned aerial vehicles (UAVs) to select the frequency channel and transmit power to the ground node. Experimental results show that our proposed schemes significantly improve the UAV communication performance, save the UAV energy and increase the reward compared with the benchmark against jamming.",IEEE Transactions on Information Forensics and Security,https://ieeexplore.ieee.org/document/9705557/,ieee
Privacy-Preserving Distributed Optimal Consensus of High-Order Nonlinear Multi-Agent Systems,Yuxuan Xiong; Yinyan Zhang,2025,10.1109/Trustcom66490.2025.00150,"This paper investigates the problem of optimal consensus of high-order nonlinear multi-agent systems under privacy constraints. To address the potential privacy leakage during inter-agent communication, the Paillier homomorphic encryption scheme is incorporated into the consensus control protocol. Two privacy-preserving mechanisms are proposed, based on direct state difference and weighted state difference, respectively. These mechanisms enable effective encrypted information exchange without disclosing the agents’ actual states. Theoretical analysis is conducted to evaluate the system’s privacy properties, proving that neither curious-but-honest agents within the system nor external eavesdroppers can infer the initial states of other agents. Simulation results verify the effectiveness and advantages of the proposed method.","2025 IEEE 24th International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",https://ieeexplore.ieee.org/document/11354804/,ieee
Whispers of Wealth: A Systematic Red-Teaming Study of the Agent Payments Protocol (AP2),Tanusree Debi; Wentian Zhu; Pranjol Sen Gupta,2026,10.1109/IMNS67862.2026.11655291,"Large language model (LLM)-based agents are increasingly used to automate financial transactions, but their reliance on contextual reasoning introduces new security risks. The Agent Payments Protocol (AP2) secures agent-mediated purchases through cryptographically signed mandates; however, its robustness against reasoning-layer attacks remains unclear. This paper presents a systematic red-teaming evaluation of AP2 and identifies vulnerabilities arising from prompt injection. Two attack techniques are introduced: the Branded Whisper Attack, which manipulates product ranking through adversarial content, and the Vault Whisper Attack, which induces cross-user data disclosure through crafted prompts. Using a functional AP2-based shopping agent implemented with Gemini-2.5-Flash and the Google Agent Development Kit (ADK), the evaluation demonstrates that indirect prompt injection achieves a 100% success rate in manipulating product ranking, while direct prompt injection leads to cross-account data exposure in 20% of cases. These attacks succeed without breaking cryptographic enforcement, operating entirely through reasoning-layer manipulation. The results reveal a fundamental limitation of agent-mediated payment systems: cryptographic guarantees ensure execution correctness but do not protect decision-making. Securing such systems requires additional mechanisms that constrain how contextual inputs influence agent reasoning.","2026 International Conference on Intelligent Multimedia, Networking, and Security (IMNS)",https://ieeexplore.ieee.org/document/11655291/,ieee
Distributed Intelligence for the Internet of Things Cybersecurity: A Comparative Review of Multi Agent Systems,Rachid Hdidou; Mohamed El Alami,2026,10.1109/ICCSC71566.2026.11650256,"At the beginning of the 21st century, the world witnessed unprecedented technological development. One of the most significant innovations was the Internet of Things (IoT), which paved the way for smart cities, smart homes, smart farming, and many other applications. However, the widespread use of IoT technologies has also led to increased cyberattacks on IoT-based systems, creating an urgent need for strong, fast, and effective security solutions tailored to these environments. In response, several approaches have been proposed, including data encryption, intrusion prevention and detection systems, risk management, etc. Despite these efforts, most existing solutions are centralized and face limitations that hinder their ability to keep up with the rapid development of cyberattacks. Key challenges of centralized systems include complete reliance on a central unit whose failure can disrupt the entire system, difficulties in updating without downtime, and the heavy load on the central node due to its limited capacities. To address these challenges, distributed artificial intelligence, particularly multi-agent systems, has emerged as a promising solution. Such systems offer robust, fast, and adequate security solutions for IoT applications. This paper presents a comparative review of research that proposes security solutions for IoT environments based on multi-agent systems. The primary objective is to provide a clear understanding of the strengths and weaknesses of multi-agent systems in securing IoT infrastructures, thereby establishing the theoretical basis for our future work on developing high-performance, fast, and effective security solutions.","2026 International Conference on Circuit, Systems and Communication (ICCSC)",https://ieeexplore.ieee.org/document/11650256/,ieee
Protecting an Autonomous Delivery Agent Against a Vision-Guided Adversary: Algorithms and Experimental Results,Bhaskar Vundurthy; K. Sridharan,2020,10.1109/TII.2019.2958818,"Safety considerations call for deployment of autonomous ground vehicles in defense and high risk zones for transport of goods from one point to another. Such vehicles face the threat of an intelligent autonomous adversary that may disrupt the transfer of material. This article investigates the challenges involved in autonomous protection of a delivery agent, via a land-based rescue agent, before interception of the delivery agent by the adversary occurs. In particular, we study how effectively an adversary equipped with a vision sensor can be handled by an autonomous rescue agent operating without vision support and relying only on wireless communication with the delivery agent. Taking capabilities and weights of the three vehicles into account, the delivery agent is assumed to be the slowest while the adversary operates at the highest speed among the three vehicles. A geometric framework based on Apollonius circles is proposed to analyze the interaction between the delivery and rescue agents. The adversary's speed and its moves (based on the direction of the delivery agent) are taken into account, along with the Apollonius circles for the rescue-delivery agent pair, to determine the possibility of capture. Regions in the plane where the delivery and rescue agents can meet, prior to a capture by the adversary, are obtained to compute safe regions for the delivery agent. Algorithms adopted by the delivery agent, rescue agent, and the adversary are described. We, then, explore the challenges in rescue of multiple delivery agents from a vision-guided adversary by introducing additional rescue agents. In particular, we study protection of $k$ delivery agents (from an adversary) via $k$ rescue agents. Algorithms to compute 1) multiple meeting points, one each for a delivery agent-rescue agent pair and 2) the strategy of the adversary to capture any one of the $k$ delivery agents are presented. Experiments with multiple agents show that the delivery and rescue agents can execute their strategies using simply low-end microcontrollers without external memory.",IEEE Transactions on Industrial Informatics,https://ieeexplore.ieee.org/document/8930280/,ieee
DAWN: Designing Distributed Agents in a Worldwide Network,Zahra Aminiranjbar; Jianan Tang; Qiudan Wang; Shubha Pant; Mahesh Viswanathan,2025,10.1109/ACCESS.2025.3588425,"The rapid evolution of Large Language Models (LLMs) has transformed them from basic conversational tools into sophisticated entities capable of complex reasoning and decision-making. These advancements have led to the development of specialized LLM-based agents designed for diverse tasks such as coding and web browsing. As these agents become more capable, the need for a robust framework that facilitates global agentic communication and collaboration for building sophisticated software solutions has become increasingly important. Distributed Agents in a Worldwide Network (DAWN) addresses this need by providing an architectural framework that allows globally distributed agents of any provenance to be registered, discovered, and organized for building AI-based applications and solutions. In DAWN, a Principal Agent Service composes and oversees the execution of agentic applications. It delegates tasks to one or more Gateway Agent Services that provide for the discovery, registration, and connection of the most suitable agents to fit each application’s needs. DAWN offers three operational modes: No-LLM mode for deterministic and classical software development, Copilot for decision-making augmented using AI, and LLM Agent for autonomous operations. Last but not least, DAWN ensures the safety and security of agent collaborations globally through a dedicated safety, security, and compliance layer, protecting the network against attackers and adhering to stringent security and compliance standards. These features make DAWN a robust framework for designing, developing, and deploying agent-based applications across business and consumer applications.",IEEE Access,https://ieeexplore.ieee.org/document/11078243/,ieee
Methods and intelligent mechanisms for constructing cyberattack detection components on distance-learning systems,Gulomov Sherzod Rajaboevich; Nasrullaev Nurbek Baxtiyarovich; Fayzieva Dilsora Salimovna,2020,10.1109/ICISCT50599.2020.9351525,This paper is suggested the methods for the development of intelligent adaptive cyber defense systems and cybersecurity management mechanisms based on intelligent agents that can increase the security of the system to the required level on distance-learning systems.,2020 International Conference on Information Science and Communications Technologies (ICISCT),https://ieeexplore.ieee.org/document/9351525/,ieee
Observer-Based Consensus Security Control for Multi-Agent Systems Under FDI Attacks,Jian Li; Yuan Sun; Qingyu Su,2023,10.1109/CAC59555.2023.10451481,"To solve the consensus security control issue of fake data injection (FDI) attacks on the communication link of discrete-time multi-agent systems (MASs), a consensus control protocol based on discrete state observers is proposed. First, a distributed state observer is built based on the relative outputs of the neighboring agents in order to estimate the leader's state and tracking error. A discrete consensus control protocol is additionally created to allow followers to monitor the leader's state trajectories despite FDI attacks and to confirm the system's stability. The effectiveness of the proposed control strategy is then verified using numerical simulation and simulation using a model of a smart grid system.",2023 China Automation Congress (CAC),https://ieeexplore.ieee.org/document/10451481/,ieee
Intelligent Security Monitoring Architecture with AI-Powered Agents for Autonomous Threat Prevention and Compliance Enforcement,Sindhura Nimmakayala,2025,10.1109/ICOIICS67115.2025.11390135,"The explosive rise of digital ecosystems, cloud-native infrastructures and extremely distributed systems has rendered traditional approaches to security monitoring increasingly ineffective. Static policy based intrusion detection systems and sporadic status checks fail to address the dynamic nature of today's enterprise environment, exposing enterprises to emerging attack modes as well as compliance violations. To address these challenges, this paper introduces an Intelligent Security Monitoring Architecture (ISMA) utilizing AI agents to implement self-acting threat prevention and compliance enforcement. The architecture combines multi-layered anomaly detection, policy-driven compliance validation and reinforcement learning based threat response. Experimental results on hybrid cloud and enterprise testbeds show that ISMA increases detection accuracy by 16.3%, decreases MTTR by 41%, and achieves near-zero policy drift, at the same time continuously enforcing compliance in production systems. The framework enables a road to self-adaptive security monitoring in dynamic and regulated digital environments.","2025 International Conference on Intelligent Computing, Information and Control Systems (ICOIICS)",https://ieeexplore.ieee.org/document/11390135/,ieee
Development of a Multi-Agent System for Space Debris Detection,Razumowsky A. I.,2025,10.1109/MLSD65526.2025.11220645,"The report presents an innovative approach to the development and integration of a role-distributed multi-agent system into satellite communication networks, aimed at enhancing the efficiency of space debris detection and tracking. The adoption of this architecture reduces the operational load on the command center and offers greater scalability potential for the satellite network.",2025 18th International Conference on Management of Large-Scale System Development (MLSD),https://ieeexplore.ieee.org/document/11220645/,ieee
When AI Agents Fail in Production: Security Lessons for Builders,Venkata Sai Kishore Modalavalasa,2026,10.1109/SVCC69905.2026.11642185,"The rapid adoption of AI agents in production systems has introduced failure modes that don't resemble traditional security vulnerabilities. There is no exploit code, no malware, no authentication bypass. The system behaves exactly as designed. The failures emerge from architectural decisions that seem reasonable in isolation but become dangerous when agents operate autonomously across multi-step workflows. This talk examines two such failure modes through live demonstrations on OWASP FinBot [2], an open-source, deliberately vulnerable multi-agent platform built as a companion to the OWASP Top 10 for Agentic Applications [1]. The first failure mode is plan drift during autonomous task execution. In multi-agent orchestration, a coordinating agent delegates tasks to specialized agents and passes each agent's output as context to the next, preserving context fidelity for accurate downstream decisions. But this also creates a propagation channel for poisoned context [3]. When a specialized agent processes untrusted data, such as a document containing embedded instructions, the corrupted output flows downstream without validation. Each subsequent agent treats the poisoned context as legitimate directives. The plan drifts silently, and no individual agent detects the deviation because each step appears valid in isolation. In FinBot, this enables zero-click data exfiltration: a single poisoned document causes a routine compliance review to exfiltrate sensitive data from unrelated third parties through the platform's own communication channels. The second failure mode is unsafe tool delegation across trust boundaries. Production agents connect to external tool servers via protocols like the Model Context Protocol [4], gaining capabilities such as file access, email, and payment processing. The challenge is twofold. First, agents are granted broader tool access than their workflow requires [5]. When that agent's context is poisoned, the attacker inherits the full capability surface rather than a scoped subset. Second, tool invocations chain across agent boundaries without capability validation. An agent that can read cross-vendor data but cannot send external emails can acquire email capability by passing a directive through the orchestrator to an agent that can. The trust fabric between agents becomes a capability escalation path. Both failure modes map to the OWASP Top 10 for Agentic Applications [1]: Agent Goal Hijack (ASI-01), Tool Misuse and Exploitation (ASI-02), Memory and Context Poisoning (ASI-06), and Insecure Inter-Agent Communication (ASI-07). This talk focuses on these two patterns because they are frequently overlooked by teams that equate “AI security” with prompt injection defense [6]. The session concludes with concrete design lessons engineers can apply immediately: data-instruction separation at ingestion boundaries, output validation between agent hops, workflow-scoped tool permissions, and exfiltration monitoring at communication boundaries.",2026 Silicon Valley Cybersecurity Conference (SVCC),https://ieeexplore.ieee.org/document/11642185/,ieee
Privacy-Preserving Consensus of Double-Integrator Multi-Agent Systems With Input Constraints,Qingyun Deng; Kexin Liu; Yinyan Zhang,2024,10.1109/TETCI.2024.3386692,"Consensus is one of the most important topics in distributed multi-agent systems (MAS). In general, existing consensus approaches aim at driving agents to reach an agreement via negotiating with their local neighbors, which means that explicit state information is exchanged among agents. This leads to privacy breach. Thus, if agents' state information is important and sensitive, privacy preservation should be taken into account. In this paper, we propose a near-optimal consensus algorithm for double-integrator MAS under an undirected connected topology, which guarantees convergence, compliance with input constraints and privacy preservation of the agents in a distributed manner. By combining partial homomorphic cryptography with interaction dynamics, state information of agents can be well protected from honest-but-curious adversaries and external eavesdroppers. The privacy preserving property is proved via theoretical analysis, and the effectiveness of the algorithm is verified via computer simulations.",IEEE Transactions on Emerging Topics in Computational Intelligence,https://ieeexplore.ieee.org/document/10502244/,ieee
A Comprehensive Survey on Secure and Graphenhanced Multi-Agent Reinforcement Learning for Scalable HetNet Resource Allocation,Pothula Pavan Kumar Reddy; C. Kamalanathan,2026,10.1109/ICETSIS68266.2026.11549358,"A review of Graph-Enhanced Multi-Agent Reinforcement Learning for scalable resource allocation in Heterogeneous Networks. It discusses how to combine graphbased techniques to overcome the scalability and security challenges that multi-agent systems face. The paper will overview classical approaches to Multi-Agent Reinforcement Learning and explain the improvements to graph-based approaches to agent communication and coordination. It highlights the importance of graph neural networks for improving scalability by facilitating localized interactions between agents and simplifying the system. The paper also briefly discusses the primary security threats of Multi-Agent Reinforcement Learning, such as adversarial attacks and data poisoning, and privacy preservation methods. Graph-based Multi-Agent Reinforcement Learning scales better since it facilitates easier information sharing of agents, a feature that is especially suitable in large systems. The question of security is also a threat, and it should be appropriately defended with efficient defense systems, such as secure communication protocols and privacy-preserving methods. This combination of graphs is more beneficial to coordination, adaptability, and learning in changing environments. The paper's findings can be applied in practice to autonomous cars, swarms of robots, and the corresponding wireless communication networks, where the efficient distribution of resources and coordination of agents are essential. Multi-Agent Reinforcement Learning with graph-based solutions offers scalable, secure solutions for real-world multi-agent systems. The paper makes contributions to the knowledge of graph-enhanced MultiAgent Reinforcement Learning, scalability, and security concerns, and guides further research in these areas. Future work should explore dynamic graph adaptation and robust defenses to enhance real-time coordination, resilience, and trustworthiness of large-scale multi-agent reinforcement learning systems.",2026 ASU International Conference in Emerging Technologies for Sustainability and Intelligent Systems (ICETSIS),https://ieeexplore.ieee.org/document/11549358/,ieee
Autonomous Security Orchestration for Cloud-Native Environments Using Multi-Agent Systems,Venkata Thej Deep Jakkaraju; Naga Subrahmanyam Cherukupalle; Vijay Mane,2025,10.1109/COMPUTINGCON64838.2025.11376649,"With cloud-native settings becoming more complicated due to microservices and using multiple clouds, organizations now need security solutions that can work smartly, independently and grow as needed. This paper introduces a new way of using MAS and DRL to allow autonomous security orchestration in cloud-native architectures. Dynamic access graph and agent-based architecture in the proposed system make threat detection, policy adjustments and searching for secure services possible. We tested out many agent ideas in multiple cloud environments by monitoring results using accuracy in detection, response time, consistent policies and false alerts. MAS-based security orchestration performs better than old methods of security, increasing detection success by 12% and lowering average response time by 58%. This design approach helps the system grow, withstand different issues and cope smoothly with moving threats. Besides offering a detailed security model, this paper prepares the way for future cloud-native defense systems to include federated learning, distributed trust models and hybrid DRL strategies. It shows that autonomous multi-agent orchestration has the ability to influence cloud security methods in the AI-driven age of cyber threat.",2025 International Conference on Computing and Communications (COMPUTINGCON),https://ieeexplore.ieee.org/document/11376649/,ieee
MASK: Multi-Agent Collaboration for Optimizing Adversarial Attacks on Multi-Agent Systems,Zhiyin Yu; Bo Zhang; Chong Chen; Zhonghai Wu; Xiao Luo,2026,10.1109/TKDE.2026.3735040,"This paper investigates the problem of adversarial attacks on multi-agent systems, which aims to manipulate their decision-making process. Previous works typically employ a single adversary or a Best-of-N strategy to generate reference arguments, which persuades group agents and thus steers the system towards a false conclusion. However, their performance is still far from satisfactory due to limited knowledge, as well as a lack of iterative evaluation and feedback. To address these limitations, this paper introduces a new perspective by leveraging agent systems to enhance adversarial attacks and then proposes a new approach named Multi-Agent Collaboration for Optimizing Adversarial Attacks (MASK). The core of MASK is to utilize three collaborative LLM agents to generate reference arguments for the adversary. Specifically, we first design multiple argument agents that automatically generate diverse candidate reference arguments through multi-round discussions. Subsequently, these candidate sets are aggregated by a summarization agent from various perspectives into a cohesive argument. We also introduce an evaluation agent to assess the validity of the summarized argument and provide feedback for regeneration. The three types of agents are integrated into a closed-loop collaborative framework to enable effective adversarial attacks on multi-agent systems. Experimental results on a range of benchmark datasets demonstrate that MASK outperforms current state-of-the-art methods.",IEEE Transactions on Knowledge and Data Engineering,https://ieeexplore.ieee.org/document/11694366/,ieee
CognitiveShield-IoT: A Self-Evolving AI-Agent Driven Security Architecture for Adaptive and Resilient IoT Ecosystems,Vishwas D B; Bharath M B; Trisha.V; Sahana.S; K Dinesh; Malepati Sampradha Reddy,2026,10.1109/ICOEI68323.2026.11541866,"The rapid expansion of Internet of Things (IoT) networks has introduced significant security challenges due to device heterogeneity, resource constraints, and evolving cyber threats. Existing security mechanisms largely rely on centralized architectures or static detection models, which suffer from high latency, limited scalability, privacy risks, and poor adaptability to zero-day attacks. To address these limitations, this paper pro-poses CognitiveShield-IoT, a distributed AI-agent driven security framework that integrates federated learning with reinforcement-based adaptive mitigation. The proposed system enables edge-level anomaly detection, privacy-preserving global model aggregation, and autonomous threat response through continuous policy optimization. Experimental evaluation using benchmark IoT intrusion datasets demonstrates superior performance, achieving 99.12% accuracy, reduced detection latency of 12.4 ms, and significantly lower communication overhead compared to baseline approaches. Reinforcement learning convergence analysis further confirms stable and adaptive mitigation behavior in dynamic attack scenarios. Future work will incorporate explainable AI modules and blockchain-assisted secure aggregation to enhance transparency, trust, and resilience in large-scale IoT security deployments.",2026 9th International Conference on Trends in Electronics and Informatics (ICOEI),https://ieeexplore.ieee.org/document/11541866/,ieee
Design and Application of Multi-Agent System for Power Network Security Based on MBSE,YuanTao WANG; DingYu YAN; Xin Liu; XiYu Lu; QingBo Zhang; GuoHua Gao; HuaLiang Gong; FangZhe ZHANG,2026,10.1109/CEEGE70076.2026.11637907,"With the large-scale access of distributed power sources in the new-type power system and the increasing complexity of power grid topology, the in-depth integration of power networks and information networks has led to prominent network security risks such as malicious attacks and data leakage. The traditional centralized management and control mode has problems such as slow response, low collaboration efficiency, and poor design traceability. To address these issues, this paper introduces the Model-Based Systems Engineering (MBSE) method into the design of power network security control systems, and constructs a multi-agent collaborative protection system oriented to power network security scenarios. The SysML modeling language is used to complete the full-lifecycle modeling of system requirements, functional architecture, and logical interfaces, standardizing the design, verification, and iteration processes of the multi-agent system. A distributed architecture consisting of four types of agents (perception, decision-making, execution, and collaboration) is designed, integrating the core requirements of power network security protection, and establishing a collaborative optimization and attack defense mechanism based on security constraints and risk assessment. Simulation experiments on the IEEE 33-node distribution system show that the proposed system can effectively resist various malicious attacks, has good scalability and engineering practicability, and can provide technical support for the safe and stable operation of the new-type power system.",2026 9th International Conference on Electrical Engineering and Green Energy (CEEGE),https://ieeexplore.ieee.org/document/11637907/,ieee
From Things into Clouds – and back,Sebastian Alberternst; Alexander Anisimov; André Antakli; Benjamin Duppe; Hilko Hoffmann; Michael Meiser; Muhammad Muaz; Daniel Spieldenner; Ingo Zinnikus,2021,10.1109/CCGrid51090.2021.00080,"The concept of the cloud-to-things continuum addresses advancements made possible by the widespread adoption of cloud, edge, and IoT resources. It opens the possibility to combine classical symbolic AI and advanced machine learning approaches in a meaningful way. In this paper we present a thing registry and an agent-based orchestration framework which we combine to support semantic orchestration of IoT use cases across several federated cloud environments. We illustrate the approach with a use case from an assisted living scenario.","2021 IEEE/ACM 21st International Symposium on Cluster, Cloud and Internet Computing (CCGrid)",https://ieeexplore.ieee.org/document/9499658/,ieee
A Trusted Agent Strategy in Decentralized Network Environments,Karishma; Shrisha Rao,2020,10.1109/PDP50117.2020.00073,"A problem currently faced by autonomous systems, learning agents, multi-agent systems and other cognitive systems is the extreme susceptibility to bad information and malicious misdirection. In this paper, we propose a strategy to identify trusted agents in a multi-agent system, so that a system can eliminate the knowledge provided by malicious or unknown agents. The strategy is covered in three phases by each agent; firstly sharing information with other agents in the system, secondly calculating the conclusion based on the majority of information received from others and lastly identifying the trusted, malicious and unknown agents in the system. The theoretical analysis shows that the trusted agent strategy (TAS) is capable of identifying malicious or compromised agents if a system has less than 25% of malicious agents. This is further improved in the advanced-TAS which can handle up to 40% malicious agents. The experimental results show that trusted and malicious agents can be identified with high accuracy.","2020 28th Euromicro International Conference on Parallel, Distributed and Network-Based Processing (PDP)",https://ieeexplore.ieee.org/document/9092389/,ieee
A Multi-Agent Reinforcement Learning Testbed for Cognitive Radio Applications,Sriniketh Vangaru; Daniel Rosen; Dylan Green; Raphael Rodriguez; Maxwell Wiecek; Amos Johnson; Alyse M. Jones; William C. Headley,2025,10.1109/CCNC54725.2025.10976191,"Technological trends show that Radio Frequency Reinforcement Learning (RFRL) will play a prominent role in the wireless communication systems of the future. Applications of RFRL range from military communications jamming to enhancing WiFi networks. Before deploying algorithms for these purposes, they must be trained in a simulation environment to ensure adequate performance. For this reason, we previously created the RFRL Gym: a standardized, accessible tool for the development and testing of reinforcement learning (RL) algorithms in the wireless communications space. This environment leveraged the OpenAI Gym framework and featured customizable simulation scenarios within the RF spectrum. However, the RFRL Gym was limited to training a single RL agent per simulation; this is not ideal, as most real-world RF scenarios will contain multiple intelligent agents in cooperative, competitive, or mixed settings, which is a natural consequence of spectrum congestion. Therefore, through integration with Ray RLlib, multi-agent reinforcement learning (MARL) functionality for training and assessment has been added to the RFRL Gym, making it even more of a robust tool for RF spectrum simulation. This paper provides an overview of the updated RFRL Gym environment. In this work, the general framework of the tool is described relative to comparable existing resources, highlighting the significant additions and refactoring we have applied to the Gym. Afterward, results from testing various RF scenarios in the MARL environment and future additions are discussed.",2025 IEEE 22nd Consumer Communications & Networking Conference (CCNC),https://ieeexplore.ieee.org/document/10976191/,ieee
A game theoretical approach to self-assembly in swarm robotics,Tatsuya Iwase; Aurélie Beynier; Nicolas Bredeche; Nicolas Maudet,2020,10.1109/WIIAT50758.2020.00017,"This paper focuses on coordination mechanisms for large multi-agent systems (MAS) where the agents have limited ability in sensing and computation. To address this problem, we propose an approach inspired by mean field games where each agent can compute wonderful life utility without simulating the behavior of other agents. This provides a scalable solution that enables a cooperative MAS to make rational decisions and to achieve a local optimum of the global objective. We also provide a general method to enable the self-organization of agents into groups when the set of subtasks is not given. Experimental results on a formation problem show that the division of groups emerges successfully, and our method achieves higher efficiency than classic reinforcement learning.",2020 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT),https://ieeexplore.ieee.org/document/9457789/,ieee
Dynamic Re-Configuration of Conversationally Initiated Automated Negotiations,Robin Kloe; Thorsten Zylowski; Christian Zirpins,2020,10.1109/EDOCW49879.2020.00026,"Autonomous agents are well established to assist customers in contract negotiations on electronic markets. Recently, AI-based conversational agents provide more natural customer communication. Yet, on markets with varying negotiation items natural conversation can not be guaranteed to include all possible customer preferences for optimum negotiation results. In this paper, we propose a negotiation model supporting dynamic interactive preference post-specification and present a Hybrid Alternating Offers Protocol for that purpose. We demostrate it for conversationally initiated negotiations in the context of an app-market.",2020 IEEE 24th International Enterprise Distributed Object Computing Workshop (EDOCW),https://ieeexplore.ieee.org/document/9233138/,ieee
Demonstration of the Multi-Agent Reinforcement Learning Testbed for Cognitive Radio Applications,Sriniketh Vangaru; Daniel Rosen; Dylan Green; Raphael Rodriguez; Maxwell Wiecek; Amos Johnson; Alyse M. Jones; William C. Headley,2025,10.1109/CCNC54725.2025.10976143,"Radio Frequency Reinforcement Learning (RFRL) is a growing area of interest in the development of next-generation wireless communication systems, and has strong potential for applications in 6G and military communications. To foster research and innovation in this field, we have previously developed an open-source simulation tool, the RFRL Gym, to design and test reinforcement learning (RL) algorithms that carry out dynamic spectrum access (DSA) and adversarial jamming tasks in RF scenarios. We propose to demonstrate the latest version of the RFRL Gym, which now supports multi-agent reinforcement learning (MARL) through integration with the RLlib framework and the Gymnasium API. The demo will showcase how users can define complex multi-agent RF scenarios using JSON configurations and run simulations where agents compete for spectrum resources or engage in jamming/anti-jamming tasks. We will present a two-part demo: (1) creating user-defined multi-agent scenarios that align with high-level RF situations, and (2) training and evaluating MARL algorithms on these scenarios along with visualizations. This demonstration aims to solicit feedback from experts in both RF and RL research and to highlight the potential of the newly modified RFRL Gym as a valuable tool for testing and developing RL algorithms in complex RF environments.",2025 IEEE 22nd Consumer Communications & Networking Conference (CCNC),https://ieeexplore.ieee.org/document/10976143/,ieee
