title,authors,year,doi,abstract,venue,url,source_db
AI Agents and Agentic Systems: Redefining Global it Management,Laurie Hughes; Yogesh K. Dwivedi; Keyao Li; Mandanna Appanderanda; Mousa Albashrawi; Inyoung Chae,2025,10.1080/1097198x.2025.2524286,"Artificial Intelligence (AI) agents represent a transformative advancement in global Information Technology (IT) management, introducing autonomous, goal-driven systems capable of reasoning, adapting, and executing decisions across distributed IT ecosystems. By leveraging Large Language Models (LLMs) and advanced AI frameworks, they enhance operational efficiency, decision-making, and cross-border IT collaboration. Their impact spans finance, healthcare, supply chain management, and enterprise IT services, where they act as virtual team members, automating infrastructure management, optimizing workflows, and ensuring 24/7 global system continuity. Despite these benefits, challenges persist in trust management, ethical accountability, and legacy system integration. As AI agents take on complex roles, concerns over safety, security, transparency, bias, and decision-making accountability become critical for many organizations. This study examines these complexities from a global IT perspective. We review the recent research and propose a research agenda that explores the ethical, operational, and strategic implications of AI agents in modern IT ecosystems.",Journal of Global Information Technology Management,https://openalex.org/W4411717567,openalex
"Actinobacteria as Effective Biocontrol Agents against Plant Pathogens, an Overview on Their Role in Eliciting Plant Defense",Marzieh Ebrahimi-Zarandi; Roohallah Saberi Riseh; Mika Tarkka,2022,10.3390/microorganisms10091739,"Pathogen suppression and induced systemic resistance are suitable alternative biocontrol strategies for integrated plant disease management and potentially comprise a sustainable alternative to agrochemicals. The use of Actinobacteria as biocontrol agents is accepted in practical sustainable agriculture, and a short overview on the plant-beneficial members of this phylum and recent updates on their biocontrol efficacies are the two topics of this review. Actinobacteria include a large portion of microbial rhizosphere communities and colonizers of plant tissues that not only produce pest-antagonistic secondary metabolites and enzymes but also stimulate plant growth. Non-pathogenic Actinobacteria can also induce systemic resistance against pathogens, but the mechanisms are still poorly described. In the absence of a pathogen, a mild defense response is elicited under jasmonic acid and salicylic acid signaling that involves pathogenesis-related proteins and secondary plant metabolites. Priming response partly includes the same compounds as the response to a sole actinobacterium, and the additional involvement of ethylene signaling has been suggested. Recent amplicon sequencing studies on bacterial communities suggest that future work may reveal how biocontrol active strains of Actinobacteria can be enriched in plant rhizosphere.",Microorganisms,https://openalex.org/W4293733664,openalex
"Tackling the Algorithmic Control Crisis -- the Technical, Legal, and Ethical Challenges of Research into Algorithmic Agents","Balázs Bodó; Natali Helberger; Kristina Irion; K Zuiderveen Borgesius; Judith Möller; Van der Velde, B.; Nadine Bol; B van Es; Claes H. de Vreese",2025,10.48550/arxiv.2510.25337,"Algorithmic agents permeate every instant of our online existence. Based on our digital profiles built from the massive surveillance of our digital existence, algorithmic agents rank search results, filter our emails, hide and show news items on social networks feeds, try to guess what products we might buy next for ourselves and for others, what movies we want to watch, and when we might be pregnant. Algorithmic agents select, filter, and recommend products, information, and people. Increasingly, algorithmic agents don't just select from the range of human created alternatives, but also they create. Burgeoning algorithmic agents are capable of providing us with content made just for us, and engage with us through one-of-a-kind, personalized interactions. Studying these algorithmic agents presents a host of methodological, ethical, and logistical challenges. The objectives of our paper are two-fold. The first aim is to describe one possible approach to researching the individual and societal effects of algorithmic recommenders, and to share our experiences with the academic community. The second is to contribute to a more fundamental discussion about the ethical and legal issues of ""tracking the trackers"", as well as the costs and trade-offs involved. Our paper will contribute to the discussion on the relative merits, costs and benefits of different approaches to ethically and legally sound research on algorithmic governance. We will argue that besides shedding light on how users interact with algorithmic agents, we also need to be able to understand how different methods of monitoring our algorithmically controlled digital environments compare to each other in terms of costs and benefits. We conclude our article with a number of concrete suggestions for how to address the practical, ethical and legal challenges of researching algorithms and their effects on users and society.",arXiv (Cornell University),https://openalex.org/W2801314571,openalex
Bioactive Secondary Metabolites from Trichoderma spp. against Phytopathogenic Fungi,Raja Asad Ali Khan; Saba Najeeb; Shaukat Hussain; Bingyan Xie; Yan Li,2020,10.3390/microorganisms8060817,"Phytopathogenic fungi, causing significant economic and production losses, are becoming a serious threat to global food security. Due to an increase in fungal resistance and the hazardous effects of chemical fungicides to human and environmental health, scientists are now engaged to explore alternate non-chemical and ecofriendly management strategies. The use of biocontrol agents and their secondary metabolites (SMs) is one of the potential approaches used today. Trichoderma spp. are well known biocontrol agents used globally. Many Trichoderma species are the most prominent producers of SMs with antimicrobial activity against phytopathogenic fungi. Detailed information about these secondary metabolites, when grouped together, enhances the understanding of their efficient utilization and further exploration of new bioactive compounds for the management of plant pathogenic fungi. The current literature provides the information about SMs of Trichoderma spp. in a different context. In this review, we summarize and group different antifungal SMs of Trichoderma spp. against phytopathogenic fungi along with a comprehensive overview of some aspects related to their chemistry and biosynthesis. Moreover, a brief overview of the biosynthesis pathway, action mechanism, and different approaches for the analysis of SMs and the factors affecting the regulation of SMs in Trichoderma is also discussed.",Microorganisms,https://openalex.org/W3031002027,openalex
Sensitivity analysis of agent-based models: a new protocol,Emanuele Borgonovo; Marco Pangallo; Jan W. Rivkin; Leonardo Rizzo; Nicolaj Siggelkow,2022,10.1007/s10588-021-09358-5,"Abstract Agent-based models (ABMs) are increasingly used in the management sciences. Though useful, ABMs are often critiqued: it is hard to discern why they produce the results they do and whether other assumptions would yield similar results. To help researchers address such critiques, we propose a systematic approach to conducting sensitivity analyses of ABMs. Our approach deals with a feature that can complicate sensitivity analyses: most ABMs include important non-parametric elements, while most sensitivity analysis methods are designed for parametric elements only. The approach moves from charting out the elements of an ABM through identifying the goal of the sensitivity analysis to specifying a method for the analysis. We focus on four common goals of sensitivity analysis: determining whether results are robust, which elements have the greatest impact on outcomes, how elements interact to shape outcomes, and which direction outcomes move when elements change. For the first three goals, we suggest a combination of randomized finite change indices calculation through a factorial design. For direction of change, we propose a modification of individual conditional expectation (ICE) plots to account for the stochastic nature of the ABM response. We illustrate our approach using the Garbage Can Model, a classic ABM that examines how organizations make decisions.",Computational and Mathematical Organization Theory,https://openalex.org/W4206721495,openalex
Multi-Agent Systems for Resource Allocation and Scheduling in a Smart Grid,Sami Saeed Binyamin; Sami Ben Slama,2022,10.3390/s22218099,"Multi-Agent Systems (MAS) have been seen as an attractive area of research for civil engineering professionals to subdivide complex issues. Based on the assignment's history, nearby agents, and objective, the agent intended to take the appropriate action to complete the task. MAS models complex systems, smart grids, and computer networks. MAS has problems with agent coordination, security, and work distribution despite its use. This paper reviews MAS definitions, attributes, applications, issues, and communications. For this reason, MASs have drawn interest from computer science and civil engineering experts to solve complex difficulties by subdividing them into smaller assignments. Agents have individual responsibilities. Each agent selects the best action based on its activity history, interactions with neighbors, and purpose. MAS uses the modeling of complex systems, smart grids, and computer networks. Despite their extensive use, MAS still confronts agent coordination, security, and work distribution challenges. This study examines MAS's definitions, characteristics, applications, issues, communications, and evaluation, as well as the classification of MAS applications and difficulties, plus research references. This paper should be a helpful resource for MAS researchers and practitioners. MAS in controlling smart grids, including energy management, energy marketing, pricing, energy scheduling, reliability, network security, fault handling capability, agent-to-agent communication, SG-electrical cars, SG-building energy systems, and soft grids, have been examined. More than 100 MAS-based smart grid control publications have been reviewed, categorized, and compiled.",Sensors,https://openalex.org/W4307261638,openalex
Intercropping—A Low Input Agricultural Strategy for Food and Environmental Security,Sagar Maitra; Akbar Hossain; Marián Brestič; Milan Skalický; P. Ondrišík; Harun I. Gitari; Koushik Brahmachari; Tanmoy Shankar; Preetha Bhadra; Jnana Bharati Palai; Jagadish Jena; Urjashi Bhattacharya; Sarath Kumar Duvvada; Lalichetti Sagar; Masina Sairam,2021,10.3390/agronomy11020343,"Intensive agriculture is based on the use of high-energy inputs and quality planting materials with assured irrigation, but it has failed to assure agricultural sustainability because of creation of ecological imbalance and degradation of natural resources. On the other hand, intercropping systems, also known as mixed cropping or polyculture, a traditional farming practice with diversified crop cultivation, uses comparatively low inputs and improves the quality of the agro-ecosystem. Intensification of crops can be done spatially and temporally by the adoption of the intercropping system targeting future need. Intercropping ensures multiple benefits like enhancement of yield, environmental security, production sustainability and greater ecosystem services. In intercropping, two or more crop species are grown concurrently as they coexist for a significant part of the crop cycle and interact among themselves and agro-ecosystems. Legumes as component crops in the intercropping system play versatile roles like biological N fixation and soil quality improvement, additional yield output including protein yield, and creation of functional diversity. But growing two or more crops together requires additional care and management for the creation of less competition among the crop species and efficient utilization of natural resources. Research evidence showed beneficial impacts of a properly managed intercropping system in terms of resource utilization and combined yield of crops grown with low-input use. The review highlights the principles and management of an intercropping system and its benefits and usefulness as a low-input agriculture for food and environmental security.",Agronomy,https://openalex.org/W3132094443,openalex
Insect-fungal-interactions: A detailed review on entomopathogenic fungi pathogenicity to combat insect pests,Waqar Islam; Muhammad Adnan; Asad Shabbir; Hassan Naveed; Yakubu Saddeeq Abubakar; Muhammad Qasim; Muhammad Tayyab; Ali Noman; Muhammad Shahid Nisar; Khalid Ali Khan; Habib Ali,2021,10.1016/j.micpath.2021.105122,,Microbial Pathogenesis,https://openalex.org/W3189666438,openalex
Foundations of complexity economics,W. Brian Arthur,2021,10.1038/s42254-020-00273-3,,Nature Reviews Physics,https://openalex.org/W3126994326,openalex
Attention based multi-agent intrusion detection systems using reinforcement learning,Kamalakanta Sethi; Y. Venu Madhav; Rahul Kumar; Padmalochan Bera,2021,10.1016/j.jisa.2021.102923,,Journal of Information Security and Applications,https://openalex.org/W3184395191,openalex
Deep learning and big data technologies for IoT security,Mohamed Ahzam Amanullah; Riyaz Ahamed Ariyaluran Habeeb; Fariza Hanum Nasaruddin; Abdullah Gani; Ejaz Ahmed; Abdul Salam Mohamed Nainar; Nazihah Md Akim; Muhammad Imran,2020,10.1016/j.comcom.2020.01.016,,Computer Communications,https://openalex.org/W3000094279,openalex
Unleashing the Power of Multi-Agent Deep Learning: Cyber-Attack Detection in IoT,Priyanka Kaushik,2023,10.55938/ijgasr.v2i2.46,"Detecting botnet and malware cyber-attacks is a critical task in ensuring the security of computer networks. Traditional methods for identifying such attacks often involve static rules and signatures, which can be easily evaded by attackers. Dl is a subdivision of ML, has shown promise in enhancing the accuracy of detecting botnets and malware by analyzing large amounts of network traffic data and identifying patterns that are difficult to detect with traditional methods. In order to identify abnormal traffic patterns that can be a sign of botnet or malware activity, deep learning models can be taught to learn the intricate interactions and correlations between various network traffic parameters, such as packet size, time intervals, and protocol headers. The models can also be trained to detect anomalies in network traffic, which could indicate the presence of unknown malware. The threat of malware and botnet assaults has increased in frequency with the growth of the IoT. In this research, we offer a unique LSTM and GAN-based method for identifying such attacks. We utilise our model to categorise incoming traffic as either benign or malicious using a dataset of network traffic data from various IoT devices. Our findings show how well our method works by attaining high accuracy in identifying botnet and malware cyberattacks in IoT networks. This study makes a contribution to the creation of stronger and more effective security systems for shielding IoT devices from online dangers. One of the major advantages of using deep learning for botnet and malware detection is its ability to adapt to new and previously unknown attack patterns, making it a useful tool in the fight against constantly evolving cyber threats. However, DL models require large quantity of labeled data for training, and their performance can be affected by the quality and quantity of the data used. Deep learning holds great potential for improving the accuracy and effectiveness of botnet and malware detection, and its continued development and application could lead to significant advancements in the field of cybersecurity.",International Journal for Global Academic & Scientific Research,https://openalex.org/W4382699539,openalex
ChatDev: Communicative Agents for Software Development,"Chen Qian; Liu, Wei; Liu, Hongzhang; Chen, Nuo; Dang, Yufan; Li, Jiahao; Cheng Yang; Weize Chen; Yusheng Su; Xin Cong; Juyuan Xu; Li, Dahai; Zhiyuan Liu; Maosong Sun",2023,10.48550/arxiv.2307.07924,"Software development is a complex task that necessitates cooperation among multiple members with diverse skills. Numerous studies used deep learning to improve specific phases in a waterfall model, such as design, coding, and testing. However, the deep learning model in each phase requires unique designs, leading to technical inconsistencies across various phases, which results in a fragmented and ineffective development process. In this paper, we introduce ChatDev, a chat-powered software development framework in which specialized agents driven by large language models (LLMs) are guided in what to communicate (via chat chain) and how to communicate (via communicative dehallucination). These agents actively contribute to the design, coding, and testing phases through unified language-based communication, with solutions derived from their multi-turn dialogues. We found their utilization of natural language is advantageous for system design, and communicating in programming language proves helpful in debugging. This paradigm demonstrates how linguistic communication facilitates multi-agent collaboration, establishing language as a unifying bridge for autonomous task-solving among LLM agents. The code and data are available at https://github.com/OpenBMB/ChatDev.",arXiv (Cornell University),https://openalex.org/W4384812233,openalex
Trichoderma: a multifunctional agent in plant health and microbiome interactions,Paulina Guzmán-Guzmán; Hassan Etesami; Gustavo Santoyo,2025,10.1186/s12866-025-04158-2,"The beneficial fungus Trichoderma is a key component of agricultural soils, contributing to sustainable crop production through multiple mechanisms. Among its major roles are the suppression of plant pathogens, promotion of plant growth, and activation of plant immune responses. This study reviews recent advances in understanding the modes of action of Trichoderma spp. related to pathogen control and plant growth promotion, using comparative analysis of its interactions across different plant-associated habitats. In recent years, considerable progress has been made in elucidating how Trichoderma interacts with plants in the rhizosphere, endosphere, and phyllosphere, where it exhibits distinct colonization patterns and functional traits. Additionally, this review explores emerging but less-studied topics, such as the involvement of Trichoderma in the pathobiome concept. Finally, we discuss the synergistic interactions between Trichoderma and other plant-associated microorganisms, highlighting their importance in shaping complex microbial networks within agroecosystems.",BMC Microbiology,https://openalex.org/W4412354767,openalex
Data sovereignty: A review,Patrik Hummel; Matthias Braun; Max Tretter; Peter Dabrock,2021,10.1177/2053951720982012,"New data-driven technologies yield benefits and potentials, but also confront different agents and stakeholders with challenges in retaining control over their data. Our goal in this study is to arrive at a clear picture of what is meant by data sovereignty in such problem settings. To this end, we review 341 publications and analyze the frequency of different notions such as data sovereignty, digital sovereignty, and cyber sovereignty. We go on to map agents they concern, in which context they appear, and which values they allude to. While our sample reveals a considerable degree of divergence and an occasional lack of clarity about intended meanings of data sovereignty, we propose a conceptual grid to systematize different dimensions and connotations. Each of them relates in some way to meaningful control, ownership, and other claims to data articulated by a variety of agents ranging from individuals to countries. Data sovereignty alludes to a nuanced mixture of normative concepts such as inclusive deliberation and recognition of the fundamental rights of data subjects.",Big Data & Society,https://openalex.org/W3124662721,openalex
Security of Multi-Agent Cyber-Physical Systems: A Survey,Richard Owoputi; Sandip Ray,2022,10.1109/access.2022.3223362,"Multi-agent systems are becoming increasingly popular due to their successful implementation in several sectors. However, there are a variety of threats that might undermine the agent’s security and imperil system security. As a result, security concerns should be addressed during the design of multi-agent systems. This survey reviews different models for securing multi-agent systems, which were developed based on the concepts regarding the agent’s role and communications. This paper presents and categorizes the most common attacks on MASs. Then, we study and analyze numerous security strategies in the literature, classifying them as prevention, detection, and resiliency approaches based on reputation and trust. Finally, we recommend which security approach is the best countermeasure for specific types of attacks based on recent advances in the research field.",IEEE Access,https://openalex.org/W4312832039,openalex
"Biological control agents: mechanisms of action, selection, formulation and challenges in agriculture",Mirian Villavicencio-Vásquez; Fernando Espinoza; Lisbeth Espinoza-Lozano; Jonathan Coronel-León,2025,10.3389/fagro.2025.1578915,"The increasing global population has intensified the demand for food production, both in quantity and quality. To meet this challenge and prevent crop diseases, chemical pesticides have been widely used. However, their negative effects on human health and the environment have driven the search for sustainable alternatives. In this context, microbial-based biopesticides, particularly Trichoderma and Bacillus , have emerged as key biocontrol agents in agroecosystems. This review provides a comprehensive overview of their agricultural significance, focusing on their mechanisms of action, efficacy, and biotechnological advancements aimed at optimizing their performance. Trichoderma spp. act primarily through mycoparasitism, nutrient competition, and antibiosis, while Bacillus spp. employ mechanisms such as lipopeptide production, lytic enzymes, siderophores, and the activation of induced systemic resistance (ISR). Unlike traditional reviews that primarily describe their biological functions, this work offers a structured framework for their application, addressing key factors such as selection criteria for effective biocontrol agents, formulation strategies, product stability, viability, and regulatory challenges in commercial agriculture. Additionally, recent studies on genetic enhancement, including CRISPR-based modifications, are examined to improve their adaptability, metabolic activity, and effectiveness in pathogen control across diverse agricultural systems. By integrating biological, technological, and practical perspectives, this review aims to bridge the gap between scientific advancements and real-world agricultural applications, contributing to the development of scalable and sustainable disease management strategies.",Frontiers in Agronomy,https://openalex.org/W4410169544,openalex
"A Survey on Semantic Communication Networks: Architecture, Security, and Privacy",Shaolong Guo; Yuntao Wang; Ning Zhang; Zhou Su; Tom H. Luan; Zhiyi Tian; Xuemin Shen,2024,10.1109/comst.2024.3516819,"With the rapid advancement and deployment of intelligent agents and artificial general intelligence (AGI), a fundamental challenge for future networks is enabling efficient communications among agents. Unlike traditional human-centric, data-driven communication networks, the primary goal of agent-based communication is to facilitate coordination among agents. Therefore, task comprehension and collaboration become the key objectives of communications, rather than data synchronization. Semantic communication (SemCom) aims to align information and knowledge among agents to expedite task comprehension. While significant research has been conducted on SemCom for two-agent systems, the development of semantic communication networks (SemComNet) for multi-agent systems remains largely unexplored. In this paper, we provide a comprehensive and up-to-date survey of SemComNet, focusing on their fundamentals, security, and privacy aspects. We introduce a novel three-layer architecture for multi-agent interaction, comprising the control layer, semantic transmission layer, and cognitive sensing layer. We explore working modes and enabling technologies, and present a taxonomy of security and privacy threats, along with state-of-the-art defense mechanisms. Finally, we outline future research directions, paving the way toward intelligent, robust, and energy-efficient SemComNet. This survey represents the first comprehensive analysis of SemComNet, offering detailed insights into the core principles as well as associated security and privacy challenges.",IEEE Communications Surveys & Tutorials,https://openalex.org/W4405351316,openalex
Security of Internet of Agents: Attacks and Countermeasures,Yuntao Wang; Yanghe Pan; Shaolong Guo; Zhou Su,2025,10.1109/ojcs.2025.3589638,"With the rise of large language and vision-language models, AI agents have evolved into autonomous, interactive systems capable of perception, reasoning, and decision-making. As they proliferate across virtual and physical domains, the Internet of Agents (IoA) has emerged as a key infrastructure for enabling scalable and secure coordination among heterogeneous agents. This survey offers a comprehensive examination of the security and privacy landscape in IoA systems. We begin by outlining the IoA architecture and its distinct vulnerabilities compared to traditional networks, focusing on four critical aspects: identity authentication threats, cross-agent trust issues, embodied security, and privacy risks. We then review existing and emerging defense mechanisms and highlight persistent challenges. Finally, we identify open research directions to advance the development of resilient and privacy-preserving IoA ecosystems.",IEEE Open Journal of the Computer Society,https://openalex.org/W4412482272,openalex
Multi-Dimensional Trust Quantification by Artificial Agents Through Evidential Fuzzy Multi-Criteria Decision Making,Sang-Woong Lee; Sadaf Hussain; Ghassan F. Issa; Sagheer Abbas; Taher M. Ghazal; Tanweer Sohail; Munir Ahmad; Muhammad Adnan Khan,2021,10.1109/access.2021.3131521,"Increasing man-machine trust has burgeoned during the last few decades. The growing interest in trust-building has led to the study of the non-dichotomous nature of trust. Trust as social behavior is an integral part of effective team building. The major focus has been offered to study how humans build trust towards machines, whereas few attempts have been made to study the reverse. Studies have shown that trustworthiness perceptions initialize trust behavior whereas trust behavior influences subsequent trustworthiness perceptions. This paper presents the design and comparative analysis of evidential fuzzy multi-criteria decision-making (EFMCDM) based on multi-dimensional trust quantification schemes to quantify trust level with the human agent in a collaborative environment.",IEEE Access,https://openalex.org/W3217109194,openalex
SPADE 3: Supporting the New Generation of Multi-Agent Systems,Javier Palanca; Andrés Terrasa; Vicente Julián; Carlos Carrascosa,2020,10.1109/access.2020.3027357,"Although intelligent agent-based systems have existed for several years, the progression in terms of real applications or their integration in the industry have not yet reached the expected levels. During the last two decades, many agent platforms have appeared with the aim of simplifying the development of multi-agent systems. Some of these platforms have been designed for general purposes, while others have been oriented towards specific domains. However, the lack of standards and the complexity associated with supporting such systems, among other difficulties, have hampered their generalised use. This article looks in depth at the current situation of existing agent platforms, trying to analyse their current shortcomings and their expected needs in the near future. The goal of the paper is to identify possible lines of work and some of the most crucial aspects to be considered in order to popularize the application of agent technology as a dynamic and flexible solution to current problems. Moreover, the paper presents SPADE 3, a new version of the SPADE middleware, which has been totally redesigned in order to conform to the identified challenges. Finally, a case study is proposed to illustrate how SPADE 3 is able to fulfill these challenges.",IEEE Access,https://openalex.org/W3091491428,openalex
Adaptive event-triggered consensus control of linear multi-agent systems with cyber attacks,Shuo Yuan; Chengpu Yu; Jian Sun,2021,10.1016/j.neucom.2021.02.040,,Neurocomputing,https://openalex.org/W3133785900,openalex
Designing Heterogeneous LLM Agents for Financial Sentiment Analysis,Frank Xing,2024,10.1145/3688399,"Large language models (LLMs) have drastically changed the possible ways to design intelligent systems, shifting the focus from massive data acquisition and new model training to human alignment and strategic elicitation of the full potential of existing pre-trained models. This paradigm shift, however, is not fully realized in financial sentiment analysis (FSA) due to the discriminative nature of this task and a lack of prescriptive knowledge of how to leverage existing generative models in such a context. This study investigates the effectiveness of the new paradigm, that is, using LLMs without fine-tuning for FSA. Rooted in Minsky’s theory of mind and emotions, a design framework with heterogeneous LLM agents is proposed and applied to FSA. The framework instantiates specialized agents using prior guiding knowledge from both linguistics and finance. Then, a summative agent reasons on the aggregated agent discussions. Comprehensive evaluations using six FSA datasets show that the framework yields better accuracies compared to many alternative multi-LLM agent settings, especially when the discussion contents are substantial. This study contributes to the design foundations and paves new avenues for LLMs-based FSA and potentially other tasks. Implications for business and management have also been discussed.",ACM Transactions on Management Information Systems,https://openalex.org/W4401545735,openalex
Plasmonic MOF Thin Films with Raman Internal Standard for Fast and Ultrasensitive SERS Detection of Chemical Warfare Agents in Ambient Air,Marta Lafuente; Sarah De Marchi; Miguel Urbiztondo; Isabel Pastoriza‐Santos; Ignacio Pérez‐Juste; Jesús Santamarı́a; Reyes Mallada; M.P. Pina,2021,10.1021/acssensors.1c00178,"High Resolution Image Download MS PowerPoint Slide Surface-enhanced Raman scattering (SERS) is a powerful spectroscopic technique for selective detection and quantification of molecules at extremely low concentrations. However, practical SERS applications for gaseous chemicals with small cross section is still in its early stages. We herein report a plasmonic-sorbent thin-film platform with integrated Raman internal standard with outstanding SERS sensing capabilities for chemical warfare agents (CWA) simulants. The thin film is constituted of close-packed core–shell Au@Ag nanorods individually encapsulated within a ZIF-8 framework (Au@Ag@ZIF-8). While the Au@Ag nanoparticles amplify the Raman signal of molecules located near their surface, the ZIF-8 framework plays a key role in the trapping of the dimethyl methylphosphonate (DMMP) or 2-chloroethyl ethyl sulfide (CEES) from the gas phase as well as Raman internal standard. The underlying adsorption mechanism of the molecules within the ZIF-8 framework as well as the interaction between DMMP and Ag surface are investigated by computational simulations. Outstanding SERS sensing capabilities of Au@Ag@ZIF-8 thin films, in terms of response time, quantification limit, reproducibility, and recyclability, are demonstrated for dimethyl methylphosphonate (DMMP) and 2-chloroethyl ethyl sulfide (CEES), selected as CWA simulants of sarin gas and mustard gas, respectively. A limit of detection (LOD) of 0.2 ppbV is reported for DMMP. Additionally, experiments performed with portable Raman equipment detect 2.5 ppmV for DMMP in ambient air and 76 ppbV for CEES in N 2, with response times of 21 and 54 s, respectively. This proof of concept opens the door for handheld SERS-based gas sensing at ultralow concentrations in practical applications, such as homeland security, critical infrastructure protection, chemical process monitoring, or personalized medicine.",ACS Sensors,https://openalex.org/W3163965040,openalex
Zero Trust Architecture,Scott Rose; Oliver Borchert; Stu Mitchell; Sean Connelly,2020,10.6028/nist.sp.800-207,"This publication has been developed by NIST in accordance with its statutory responsibilities under the Federal Information Security Modernization Act (FISMA) of 2014, 44 U.S.C. § 3551 et seq., Public Law (P.L.) 113-283.NIST is responsible for developing information security standards and guidelines, including minimum requirements for federal information systems, but such standards and guidelines shall not apply to national security systems without the express approval of appropriate federal officials exercising policy authority over such systems.This guideline is consistent with the requirements of the Office of Management and Budget (OMB) Circular A-130.Nothing in this publication should be taken to contradict the standards and guidelines made mandatory and binding on federal agencies by the Secretary of Commerce under statutory",OpenAlex,https://openalex.org/W2976189582,openalex
Advances in the agent-based modeling of economic and social behavior,Mitja Steinbacher; Matthias Raddant; Fariba Karimi; Eva Camacho-Cuena; Simone Alfarano; Giulia Iori; Thomas Lux,2021,10.1007/s43546-021-00103-3,"In this review we discuss advances in the agent-based modeling of economic and social systems. We show the state of the art of the heuristic design of agents and how behavioral economics and laboratory experiments have improved the modeling of agent behavior. We further discuss how economic networks and social systems can be modeled and we discuss novel methodology and data sources. Lastly, we present an overview of estimation techniques to calibrate and validate agent-based models and show avenues for future research.",SN Business & Economics,https://openalex.org/W3127065574,openalex
Transforming cybersecurity with agentic AI to combat emerging cyber threats,Nir Kshetri,2025,10.1016/j.telpol.2025.102976,"This paper investigates the transformative potential of agentic AI in cybersecurity, specifically addressing how it can enhance practices in response to emerging threats. It aims to explore how agentic AI can transform cybersecurity practices, particularly in addressing new and evolving threats, while also examining the cybersecurity risks associated with its integration. The research explores the possibilities for agentic AI to automate critical tasks within Security Operations Centers (SOCs), such as decision-making, incident response, and threat detection. It also emphasizes the risks associated with AI integration, including the introduction of new vulnerabilities and challenges in managing automated systems, which call for a reassessment of existing cybersecurity frameworks to effectively address these risks. • This paper investigates the transformative potential of agentic AI in cybersecurity. • Agentic AI automates critical tasks within Security Operations Centers (SOCs). • There are risks associated with agentic AI integration. • There is a need to reassess existing cybersecurity frameworks to effectively address risks associated with agentic AI.",Telecommunications Policy,https://openalex.org/W4409676367,openalex
AI Agents Meet Blockchain: A Survey on Secure and Scalable Collaboration for Multi-Agents,Md Monjurul Karim; Dong Hoang Van; Sangeen Khan; Qiang Qu; Yaroslav Kholodov,2025,10.3390/fi17020057,"In recent years, the interplay between AI agents and blockchain has enabled secure and scalable collaboration among multi-agent systems, promoting unprecedented levels of autonomy and interoperability. AI agents play a vital role in facilitating complex decision making and improving operational efficiency in blockchain systems. This collaborative synergy is particularly evident in how multi-agent systems collectively tackle complex tasks to ensure seamless integration within these frameworks. While significant efforts have been made to integrate AI agents and blockchain, most studies overlook the broader potential of AI agents in addressing challenges such as interoperability, scalability, and privacy issues. In this paper, we bridge these gaps by illustrating the interplay between AI agents and blockchain. Specifically, we explore how AI agents enhance decentralized systems and examine blockchain’s role in enabling secure and scalable collaboration. Furthermore, we categorize practical applications across domains, such as Web3, decentralized finance (DeFi), asset management, and autonomous systems, providing practical insights and real-world use cases. Additionally, we identify key research challenges, including the complexities of multi-agent coordination, interoperability across diverse systems, and privacy maintenance in decentralized frameworks. Finally, we offer future directions in terms of governance, sovereignty, computation, and interpretability to promote a secure and responsible ecosystem.",Future Internet,https://openalex.org/W4407085153,openalex
The Handbook on Socially Interactive Agents,Birgit Lugrin; Catherine Pélachaud; David Traum,2022,10.1145/3563659,International audience,ACM eBooks,https://openalex.org/W4308101891,openalex
MAFC: Multi-Agent Fog Computing Model for Healthcare Critical Tasks Management,Ammar Awad Mutlag; Mohd Khanapi Abd Ghani; Mazin Abed Mohammed; Mashael Maashi; Othman Mohd; Salama A. Mostafa; Karrar Hameed Abdulkareem; Gonçalo Marques; Isabel de la Torre Díez,2020,10.3390/s20071853,"In healthcare applications, numerous sensors and devices produce massive amounts of data which are the focus of critical tasks. Their management at the edge of the network can be done by Fog computing implementation. However, Fog Nodes suffer from lake of resources That could limit the time needed for final outcome/analytics. Fog Nodes could perform just a small number of tasks. A difficult decision concerns which tasks will perform locally by Fog Nodes. Each node should select such tasks carefully based on the current contextual information, for example, tasks' priority, resource load, and resource availability. We suggest in this paper a Multi-Agent Fog Computing model for healthcare critical tasks management. The main role of the multi-agent system is mapping between three decision tables to optimize scheduling the critical tasks by assigning tasks with their priority, load in the network, and network resource availability. The first step is to decide whether a critical task can be processed locally; otherwise, the second step involves the sophisticated selection of the most suitable neighbor Fog Node to allocate it. If no Fog Node is capable of processing the task throughout the network, it is then sent to the Cloud facing the highest latency. We test the proposed scheme thoroughly, demonstrating its applicability and optimality at the edge of the network using iFogSim simulator and UTeM clinic data.",Sensors,https://openalex.org/W3013620898,openalex
